Date,Open,High,Low,Close,Start Date,End Date,Pattern,Pattern Present
2022-10-14,34.2,35.25,34.0,34.05,129,171,1,1
2022-10-17,34.2,35.9,33.8,35.5,129,171,1,1
2022-10-18,35.9,35.95,34.2,34.75,129,171,1,1
2022-10-19,35.2,35.65,33.5,33.9,129,171,1,1
2022-10-20,33.7,33.8,32.6,33.5,129,171,1,1
2022-10-21,33.3,33.95,32.95,33.5,129,171,1,1
2022-10-24,33.1,34.25,33.0,34.0,129,171,1,1
2022-10-25,34.5,35.8,33.9,35.3,129,171,1,1
2022-10-26,35.4,35.9,33.85,33.85,129,171,1,1
2022-10-27,33.8,34.3,33.8,34.15,129,171,1,1
2022-10-28,34.15,35.3,34.0,35.2,129,171,1,1
2022-10-31,35.2,35.7,35.0,35.3,129,171,1,1
2022-11-02,35.85,35.85,34.8,35.4,129,171,1,1
2022-11-03,35.5,35.75,35.0,35.1,129,171,1,1
2022-11-04,35.0,35.4,34.4,34.9,129,171,1,1
2022-11-07,34.6,35.5,34.6,35.45,129,171,1,1
2022-11-08,35.45,38.9,34.9,38.7,129,171,1,1
2022-11-09,38.9,40.15,38.8,38.85,129,171,1,1
2022-11-10,38.5,39.85,38.25,39.6,129,171,1,1
2022-11-14,39.9,39.9,38.05,38.8,129,171,1,1
2022-11-15,39.25,39.9,38.8,39.35,129,171,1,1
2022-11-16,39.0,39.0,38.05,38.4,129,171,1,1
2022-11-17,38.25,38.5,37.8,38.0,129,171,1,1
2022-11-18,38.1,38.2,36.2,37.05,129,171,1,1
2022-11-21,37.05,38.2,36.2,37.3,129,171,1,1
2022-11-22,38.0,38.0,36.7,36.95,129,171,1,1
2022-11-23,37.0,37.6,36.95,37.3,129,171,1,1
2022-11-24,37.5,42.4,37.35,41.35,129,171,1,1
2022-11-25,40.95,42.7,40.5,42.1,129,171,1,1
2022-11-28,42.5,45.6,41.8,44.3,129,171,1,1
2022-11-29,44.1,44.3,43.0,43.0,129,171,1,1
2022-11-30,42.2,44.4,42.0,44.15,129,171,1,1
2022-12-01,44.8,46.45,44.8,46.1,129,171,1,1
2022-12-02,46.5,46.5,45.0,45.85,129,171,1,1
2022-12-05,45.9,48.2,45.9,48.15,129,171,1,1
2022-12-06,48.3,48.9,47.5,48.5,129,171,1,1
2022-12-07,48.2,48.3,46.7,47.9,129,171,1,1
2022-12-08,48.0,49.0,47.5,47.9,129,171,1,1
2022-12-09,47.1,48.0,47.0,47.8,129,171,1,1
2022-12-12,47.8,47.95,47.3,47.5,129,171,1,1
2022-12-13,47.5,47.6,47.0,47.6,129,171,1,1
2022-12-14,47.6,48.8,47.6,48.0,129,171,1,1
2022-12-15,47.8,48.2,45.2,46.25,129,171,1,1
2022-12-16,46.0,46.2,43.5,46.0,129,171,1,1
2022-12-19,46.6,48.4,46.6,47.15,129,171,1,1
